ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor(s),Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,CombinedWith,Description
16637,CS,8897,009,IND,"1 - 6","Madhur Behl","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
16415,CS,8897,010,IND,"1 - 6","Tom Horton","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17171,CS,8897,011,IND,"1 - 6","Sebastian Elbaum","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
16416,CS,8897,012,IND,"1 - 6","Mark Sherriff","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
16417,CS,8897,013,IND,"1 - 6","Aaron Bloomfield","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17201,CS,8897,014,IND,"1 - 6","Haiying Shen","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
16485,CS,8897,015,IND,"1 - 6","Yanjun Qi","TBA","","Graduate Teaching Instruction","",Open,0,10,0,"","For master's students who are teaching assistants."
17415,CS,8897,016,IND,"1 - 6","Raymond Pettit","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
16638,CS,8897,017,IND,"1 - 6","Brad Campbell","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17164,CS,8897,018,IND,"1 - 6","Matthew Dwyer","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
16770,CS,8897,019,IND,"1 - 6","Aidong Zhang","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
16494,CS,8897,020,IND,"1 - 6","Nada Basit","TBA","","Graduate Teaching Instruction","",Open,0,5,0,"","For master's students who are teaching assistants."
17408,CS,8897,021,IND,"1 - 6","Tom Fletcher","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
16496,CS,8897,022,IND,"1 - 6","Mark Floryan","TBA","","Graduate Teaching Instruction","",Open,0,5,0,"","For master's students who are teaching assistants."
16779,CS,8897,023,IND,"1 - 6","Rich Nguyen","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17197,CS,8897,024,IND,"1 - 6","Wajih Ul Hassan","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17073,CS,8897,025,IND,"1 - 6","Yangfeng Ji","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
16572,CS,8897,026,IND,"1 - 6","Samira Khan","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
16794,CS,8897,027,IND,"1 - 6","Robbie Hott","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
16583,CS,8897,028,IND,"1 - 6","Charles Reiss","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17448,CS,8897,029,IND,"1 - 6","Kun Qian","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17065,CS,8897,030,IND,"1 - 6","Yixin Sun","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17017,CS,8897,031,IND,"1 - 6","Felix Lin","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
16900,CS,8897,032,IND,"1 - 6","Ashish Venkat","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
16902,CS,8897,033,IND,"1 - 6","Seongkook Heo","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17319,CS,8897,034,IND,"1 - 6","Hyojoon Kim","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17330,CS,8897,035,IND,"1 - 6","Yu Meng","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17339,CS,8897,036,IND,"1 - 6","Yue Cheng","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17378,CS,8897,037,IND,"1 - 6","Wei-Kai Lin","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17379,CS,8897,038,IND,"1 - 6","Chang Lou","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17387,CS,8897,039,IND,"1 - 6","Shangtong Zhang","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17639,CS,8897,040,IND,"1 - 6","Henry Kautz","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17671,CS,8897,041,IND,"1 - 6","Rohan Chandra","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17685,CS,8897,042,IND,"1 - 6","Zezhou Cheng","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17699,CS,8897,043,IND,"1 - 6","Jundong Li","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17711,CS,8897,044,IND,"1 - 6","Chen-Yu Wei","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17712,CS,8897,045,IND,"1 - 6","Ferdinando Fioretto","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17714,CS,8897,046,IND,"1 - 6","Hadi Daneshmand","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17738,CS,8897,047,IND,"1 - 6","Wenxi Wang","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17743,CS,8897,048,IND,"1 - 6","Chen Chen","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17747,CS,8897,049,IND,"1 - 6","Matheus Xavier Ferreira","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17755,CS,8897,050,IND,"1 - 6","Adwait Jog","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
21572,CS,8897,051,IND,"1 - 6","Upsorn Praphamontripong","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For master's students who are teaching assistants."
17176,CS,8999,001,IND,"1 - 12","Yue Cheng","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16222,CS,8999,002,IND,"1 - 12","Jack Davidson","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16224,CS,8999,003,IND,"1 - 12","Tom Horton","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16223,CS,8999,004,IND,"1 - 12","David Evans","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16225,CS,8999,005,IND,"1 - 12","Kevin Skadron","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17155,CS,8999,006,IND,"1 - 12","Tariq Iqbal","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17051,CS,8999,007,IND,"1 - 12","Yixin Sun","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17058,CS,8999,008,IND,"1 - 12","Geoffrey Fox","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17082,CS,8999,009,IND,"1 - 12","Rich Nguyen","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17069,CS,8999,010,IND,"1 - 12","Miaomiao Zhang","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17045,CS,8999,011,IND,"1 - 12","Afsaneh Doryab","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16639,CS,8999,012,IND,"1 - 12","Madhur Behl","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16573,CS,8999,013,IND,"1 - 12","Samira Khan","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17354,CS,8999,014,IND,"1 - 12","Ferdinando Fioretto","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17752,CS,8999,015,IND,"1 - 12","Jing Yang","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16796,CS,8999,016,IND,"1 - 12","Yangfeng Ji","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16866,CS,8999,017,IND,"1 - 12","Matthew Dwyer","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16882,CS,8999,018,IND,"1 - 12","Jundong Li","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16786,CS,8999,019,IND,"1 - 12","Sebastian Elbaum","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17015,CS,8999,020,IND,"1 - 12","Felix Lin","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16763,CS,8999,021,IND,"1 - 12","Anil Vullikanti","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16226,CS,8999,022,IND,"1 - 12","Kevin Sullivan","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16844,CS,8999,023,IND,"1 - 12","Nicola Bezzo","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16640,CS,8999,024,IND,"1 - 12","Brad Campbell","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16478,CS,8999,025,IND,"1 - 12","Yanjun Qi","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17182,CS,8999,026,IND,"1 - 12","Wajih Ul Hassan","TBA","","Thesis","",Open,2,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16864,CS,8999,027,IND,"1 - 12","Seongkook Heo","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16626,CS,8999,028,IND,"1 - 12","Lu Feng","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16771,CS,8999,029,IND,"1 - 12","Aidong Zhang","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17212,CS,8999,030,IND,"1 - 12","Shangtong Zhang","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17355,CS,8999,031,IND,"1 - 12","Chen-Yu Wei","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16666,CS,8999,032,IND,"1 - 12","Homa Alemzadeh","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16709,CS,8999,033,IND,"1 - 12","Farzad Hassanzadeh","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16831,CS,8999,034,IND,"1 - 12","Ashish Venkat","TBA","","Thesis","",Open,1,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17381,CS,8999,035,IND,"1 - 12","Yu Meng","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16926,CS,8999,036,IND,"1 - 12","Haiying Shen","TBA","","Thesis","",Open,1,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17446,CS,8999,037,IND,"1 - 12","Kun Qian","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16764,CS,8999,038,IND,"1 - 12","Madhav Marathe","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16933,CS,8999,039,IND,"1 - 12","Tom Fletcher","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17320,CS,8999,040,IND,"1 - 12","Hyojoon Kim","TBA","","Thesis","",Open,1,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17347,CS,8999,041,IND,"1 - 12","Adwait Jog","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17348,CS,8999,042,IND,"1 - 12","Judy Fox","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17349,CS,8999,043,IND,"1 - 12","Sandhya Dwarkadas","TBA","","Thesis","",Open,1,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17350,CS,8999,044,IND,"1 - 12","Tianhao Wang","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17351,CS,8999,045,IND,"1 - 12","Yen-Ling Kuo","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17352,CS,8999,046,IND,"1 - 12","Wei-Kai Lin","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17353,CS,8999,047,IND,"1 - 12","Chang Lou","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17587,CS,8999,048,IND,"1 - 12","Rohan Chandra","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17666,CS,8999,049,IND,"1 - 12","Henry Kautz","TBA","","Thesis","",Open,1,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17679,CS,8999,050,IND,"1 - 12","Wenxi Wang","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17700,CS,8999,051,IND,"1 - 12","Chen Chen","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17710,CS,8999,052,IND,"1 - 12","Hadi Daneshmand","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17718,CS,8999,053,IND,"1 - 12","Zezhou Cheng","TBA","","Thesis","",Open,1,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17749,CS,8999,054,IND,"1 - 12","Matheus Xavier Ferreira","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
21536,CS,8999,055,IND,"1 - 12","Zhe Zeng","TBA","","Thesis","",Open,0,30,0,"","Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17185,CS,9897,001,IND,"1 - 6","Seongkook Heo","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16373,CS,9897,002,IND,"1 - 6","Aaron Bloomfield","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17331,CS,9897,003,IND,"1 - 6","Yu Meng","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16584,CS,9897,004,IND,"1 - 6","Charles Reiss","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16374,CS,9897,005,IND,"1 - 6","Jack Davidson","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16375,CS,9897,006,IND,"1 - 6","David Evans","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17336,CS,9897,007,IND,"1 - 6","Yen-Ling Kuo","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17373,CS,9897,008,IND,"1 - 6","Chen-Yu Wei","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17380,CS,9897,009,IND,"1 - 6","Yue Cheng","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17388,CS,9897,010,IND,"1 - 6","Shangtong Zhang","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16497,CS,9897,011,IND,"1 - 6","Mark Floryan","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16376,CS,9897,012,IND,"1 - 6","Tom Horton","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17423,CS,9897,013,IND,"1 - 6","Adwait Jog","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16487,CS,9897,014,IND,"1 - 6","Mohammad Mahmoody","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16641,CS,9897,015,IND,"1 - 6","Madhur Behl","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16580,CS,9897,016,IND,"1 - 6","Nada Basit","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16627,CS,9897,017,IND,"1 - 6","Lu Feng","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17018,CS,9897,018,IND,"1 - 6","Felix Lin","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16377,CS,9897,019,IND,"1 - 6","Mark Sherriff","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16378,CS,9897,020,IND,"1 - 6","Kevin Skadron","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17321,CS,9897,021,IND,"1 - 6","Hyojoon Kim","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16488,CS,9897,022,IND,"1 - 6","Yanjun Qi","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16903,CS,9897,023,IND,"1 - 6","Yangfeng Ji","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16379,CS,9897,024,IND,"1 - 6","Kevin Sullivan","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17207,CS,9897,025,IND,"1 - 6","Miaomiao Zhang","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16642,CS,9897,026,IND,"1 - 6","Brad Campbell","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16901,CS,9897,027,IND,"1 - 6","Ashish Venkat","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16772,CS,9897,028,IND,"1 - 6","Aidong Zhang","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17449,CS,9897,029,IND,"1 - 6","Kun Qian","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16574,CS,9897,030,IND,"1 - 6","Samira Khan","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16795,CS,9897,031,IND,"1 - 6","Robbie Hott","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17754,CS,9897,032,IND,"1 - 6","Yixin Sun","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17076,CS,9897,033,IND,"1 - 6","Tianhao Wang","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17083,CS,9897,034,IND,"1 - 6","Tom Fletcher","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17640,CS,9897,035,IND,"1 - 6","Henry Kautz","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17686,CS,9897,036,IND,"1 - 6","Zezhou Cheng","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17715,CS,9897,037,IND,"1 - 6","Hadi Daneshmand","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17717,CS,9897,038,IND,"1 - 6","Briana Morrison","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17739,CS,9897,039,IND,"1 - 6","Wenxi Wang","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17741,CS,9897,040,IND,"1 - 6","Rohan Chandra","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17744,CS,9897,041,IND,"1 - 6","Chen Chen","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
17748,CS,9897,042,IND,"1 - 6","Matheus Xavier Ferreira","TBA","","Graduate Teaching Instruction","",Open,0,30,0,"","For doctoral students who are teaching assistants."
16227,CS,9999,001,IND,"1 - 12","Jack Davidson","TBA","","Dissertation","",Open,0,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17225,CS,9999,002,IND,"1 - 12","Geoffrey Fox","TBA","","Dissertation","",Open,0,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17177,CS,9999,003,IND,"1 - 12","Shangtong Zhang","TBA","","Dissertation","",Open,0,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
16808,CS,9999,004,IND,"1 - 12","Ashish Venkat","TBA","","Dissertation","",Open,0,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17382,CS,9999,005,IND,"1 - 12","Yu Meng","TBA","","Dissertation","",Open,0,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
16776,CS,9999,006,IND,"1 - 12","Sebastian Elbaum","TBA","","Dissertation","",Open,0,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
16775,CS,9999,007,IND,"1 - 12","Matthew Dwyer","TBA","","Dissertation","",Open,1,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
16228,CS,9999,008,IND,"1 - 12","David Evans","TBA","","Dissertation","",Open,0,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17434,CS,9999,009,IND,"1 - 12","Homa Alemzadeh","TBA","","Dissertation","",Open,0,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17033,CS,9999,010,IND,"1 - 12","Seongkook Heo","TBA","","Dissertation","",Open,0,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17054,CS,9999,011,IND,"1 - 12","Yixin Sun","TBA","","Dissertation","",Open,0,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
16489,CS,9999,012,IND,"1 - 12","Mohammad Mahmoody","TBA","","Dissertation","",Open,0,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
16904,CS,9999,013,IND,"1 - 12","Yangfeng Ji","TBA","","Dissertation","",Open,0,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
16643,CS,9999,014,IND,"1 - 12","Madhur Behl","TBA","","Dissertation","",Open,0,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17447,CS,9999,015,IND,"1 - 12","Kun Qian","TBA","","Dissertation","",Open,0,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
16490,CS,9999,016,IND,"1 - 12","Yanjun Qi","TBA","","Dissertation","",Open,0,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
16773,CS,9999,017,IND,"1 - 12","Aidong Zhang","TBA","","Dissertation","",Open,0,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17016,CS,9999,018,IND,"1 - 12","Felix Lin","TBA","","Dissertation","",Open,0,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
16229,CS,9999,019,IND,"1 - 12","Kevin Skadron","TBA","","Dissertation","",Open,0,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
16766,CS,9999,020,IND,"1 - 12","Madhav Marathe","TBA","","Dissertation","",Open,0,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
16765,CS,9999,021,IND,"1 - 12","Anil Vullikanti","TBA","","Dissertation","",Open,0,30,0,"","Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
